office_name,address,latitude,longitude,postal_code,price,max_people,MON_OPEN,MON_CLOSE,TUES_OPEN,TUES_CLOSE,WED_OPEN,WED_CLOSE,THUR_OPEN,THUR_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT
슈가맨워크 하남풍산점 1인실 창측,경기도 하남시 덕풍동로 111-21,37.55180972,127.2076956,12927,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
슈가맨워크 하남풍산점 2인실 내측,경기도 하남시 덕풍동로 111-21,37.55180972,127.2076956,12927,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
슈가맨워크 하남풍산점 2인실 창측,경기도 하남시 덕풍동로 111-21,37.55180972,127.2076956,12927,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
슈가맨워크 하남풍산점 3인실 창측,경기도 하남시 덕풍동로 111-21,37.55180972,127.2076956,12927,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
슈가맨워크 하남풍산점 4인실 창측,경기도 하남시 덕풍동로 111-21,37.55180972,127.2076956,12927,16000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 1인실 내측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 1인실 창측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 2인실 내측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 2인실 창측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 3인실 내측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 3인실 창측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈가맨워크 학동역점 4인실 창측,서울특별시 강남구 학동로 161,37.51352102,127.028338,6045,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N
슈퍼에그 독립사무실(5인실),서울특별시 종로구 삼봉로 57,37.57256152,126.9804738,3151,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N
슈퍼에그 플레이스 4인 독립사무실,서울특별시 종로구 삼봉로 57,37.57256152,126.9804738,3151,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N
슈퍼에그플레이스 2-3독립 사무실,서울특별시 종로구 삼봉로 57,37.57256152,126.9804738,3151,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
슈퍼에그플레이스 독립사무실 S6,서울특별시 종로구 삼봉로 57,37.57256152,126.9804738,3151,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N
스마트앤오피스,경기도 고양시 일산동구 정발산로 31-10,37.65739364,126.7724041,10402,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N
스타비즈니스센터 1인실,경기도 김포시 사우중로74번길 7,37.62121396,126.7211428,10111,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N
스타비즈니스센터 2인실,경기도 김포시 사우중로74번길 7,37.62121396,126.7211428,10111,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N
스타비즈니스센터 4인실,경기도 김포시 사우중로74번길 7,37.62121396,126.7211428,10111,16000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N
스타우스 2인실,인천광역시 미추홀구 승학길 5-30,37.43995907,126.6783681,22231,16000,2,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,00:00,00:00,00:00,00:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N
스타우스 3인실,인천광역시 미추홀구 승학길 5-30,37.43995907,126.6783681,22231,16000,3,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,00:00,00:00,00:00,00:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N
스타우스 소호 사무실 1인실,인천광역시 미추홀구 승학길 5-30,37.43999291,126.6783563,22231,16000,2,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N
스타트업소호 인천점,인천광역시 남동구 선수촌공원로23번길 11,37.44087515,126.7085322,21582,25000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N
스타트업소호 일산점,경기도 고양시 일산동구 탄중로 429,37.68708851,126.7786459,10338,25000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
스튜디오모노 1-3인 공유오피스,서울특별시 강남구 논현로115길 71,37.50832105,127.0272031,6118,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
스튜디오모노 4-5인 공유오피스,서울특별시 강남구 논현로115길 71,37.50832105,127.0272031,6118,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
스튜디오모노 8인 오피스,서울특별시 강남구 논현로115길 71,37.50832105,127.0272031,6118,30000,10,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
스틸얼라이브,서울특별시 동대문구 천호대로83길 31,37.56374117,127.0649884,2636,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N
스페이스 소호 고양일산 공유사무실,경기도 고양시 일산동구 일산로 46,37.64235812,126.7879038,10449,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
스페이스-G21,서울특별시 금천구 가산디지털1로 168,37.47996643,126.8826362,8507,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
스페이스액트 신림 오피스 1인실,서울특별시 관악구 신림로59길 23,37.48286087,126.9285864,8776,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
스페이스코웍 전북혁신점 오피스,전라북도 완주군 이서면 안전로 139,35.83650525,127.05823,55365,5000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
스페이스플로우,서울특별시 강동구 천호옛길 88,37.53648376,127.1258247,5379,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N
스페이스N(앤),서울특별시 종로구 종로14길 20,37.56910347,126.9867618,3190,10000,1,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,00:00,00:00,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
시드플레이스,서울특별시 강서구 마곡중앙6로 66,37.55991526,126.8343608,7803,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
신논현역 빅토리 5인실,서울특별시 서초구 사평대로 368,37.50378789,127.0235177,6611,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
신촌 공유오피스 이화공간 1인,서울특별시 서대문구 이화여대3길 33,37.55784155,126.9438411,3766,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
신촌 공유오피스 이화공간 2인실,서울특별시 서대문구 이화여대3길 33,37.55784155,126.9438411,3766,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
신촌 소호사무실 이화공간 독방,서울특별시 서대문구 이화여대3길 33,37.55784155,126.9438411,3766,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
신촌 이화공간 고정석,서울특별시 서대문구 이화여대3길 33,37.55784155,126.9438411,3766,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
아이비즈영통 - 1인실(4층),경기도 수원시 영통구 청명로21번길 19,37.24994909,127.0789083,16705,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N
아이비즈영통 - 1인실(6층),경기도 수원시 영통구 청명로21번길 19,37.24994909,127.0789083,16705,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N
아이비즈영통 4인실,경기도 수원시 영통구 청명로21번길 19,37.25000698,127.0789784,16705,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
아이오피스 - 1인실,경기도 수원시 팔달구 경수대로466번길 58,37.26668414,127.0302789,16489,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N
아이오피스 2인실 독립오피스,경기도 수원시 팔달구 경수대로466번길 58,37.26668414,127.0302789,16489,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
아이오피스 수원공유오피스,경기도 수원시 팔달구 경수대로466번길 58,37.26668414,127.0302789,16489,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
아크로피스성동센터,서울특별시 성동구 마장로35나길 39,37.56740359,127.0434966,4756,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N
아크로피스송파센타,서울특별시 송파구 올림픽로30길 10,37.51484246,127.1079367,5542,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,00:00,00:00,00:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N
아트앤 스페이스 역삼 오피스,서울특별시 강남구 테헤란로13길 8-7,37.50050081,127.0330617,6133,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y
안산 비상주사무실임대 114소호_기본 계약,경기도 안산시 단원구 광덕대로 154,37.31017074,126.8307346,15470,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
안산공유오피스 114소호_기본계약(6인),경기도 안산시 단원구 광덕대로 154,37.31017074,126.8307346,15470,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
안산비상주사무실 114소호_기본계약(내측),경기도 안산시 단원구 광덕대로 154,37.31017074,126.8307346,15470,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
안산소호사무실 114소호_기본계약(창측),경기도 안산시 단원구 광덕대로 154,37.31017074,126.8307346,15470,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
안양소호사무실 1인 오피스 임대,경기도 안양시 동안구 흥안대로 519,37.40031616,126.9761634,13951,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N
압구정 로데오 지구어 공유 오피스,서울특별시 강남구 도산대로55길 26,37.52522789,127.0407905,6014,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N
압구정로데오 지구어 3층 공간,서울특별시 강남구 도산대로55길 26,37.52522789,127.0407905,6014,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
앵커스테이션 비즈니스센터,서울특별시 마포구 월드컵로8길 45-8,37.55383533,126.9148827,4029,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N
양재역 에메랄드비즈니스센터 1인실,서울특별시 서초구 강남대로37길 49,37.48461898,127.0309034,6734,10000,1,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N
양재역 에메랄드비즈니스센터 2인실,서울특별시 서초구 강남대로37길 49,37.48461898,127.0309034,6734,20000,2,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,08:00,22:00,08:00,22:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
양재역 에메랄드비즈니스센터 4인실,서울특별시 서초구 강남대로37길 49,37.48461898,127.0309034,6734,20000,4,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
어반라이프오피스 강동점,서울특별시 강동구 천중로 213,37.54100208,127.1439778,5303,20000,2,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N
어반라이프오피스 잠실점,서울특별시 송파구 백제고분로 509,37.51581817,127.1151744,5545,20000,2,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
어반비지니스 1인실(1day),서울특별시 송파구 올림픽로32길 11,37.515095,127.1092252,5543,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N
어반비지니스 2인실(1day),서울특별시 송파구 올림픽로32길 11,37.515095,127.1092252,5543,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N
어반엑시트 독립형 공유오피스,서울특별시 강남구 논현로95길 24,37.50209949,127.0339263,6131,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,12:30,23:59,12:30,23:59,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y
에메랄드비즈니스센터 6-8인실,서울특별시 서초구 강남대로37길 49,37.48461898,127.0309034,6734,30000,8,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N
에이스원비즈 -3인 독립사무실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
에이스원비즈 -4인 독립사무실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
에이스원비즈 -5인 독립사무실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
에이스원비즈- 2인 독립사무실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
에이스원비즈- 공유오피스 1인실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
에이스페이스 1인실,인천광역시 부평구 길주로 547,37.50758854,126.7230373,21338,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
에이스페이스 2인실,인천광역시 부평구 길주로 547,37.50758854,126.7230373,21338,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
에이치엘오(HLO)1인실(day),서울특별시 광진구 동일로56길 60,37.55518933,127.0750617,4999,10000,1,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N
엠피스 천안센터,충청남도 천안시 동남구 청수9로 47,36.78219643,127.1548689,31198,20000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N
"역삼 원데이 오피스, 아룸",서울특별시 강남구 논현로85길 5-5,37.49889057,127.0371498,6237,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y
역삼역 공유오피스 독립형 크리액션,서울특별시 강남구 논현로79길 8,37.49781105,127.0375217,6237,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N
영등포 공유오피 2인 소호 사무실,서울특별시 영등포구 경인로 775,37.51474642,126.8975368,7299,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
영등포 당산역 디오빌오피스비상주,서울특별시 영등포구 당산로 222,37.53323494,126.9022683,7214,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
영등포 비상주사업자 114소호,서울특별시 영등포구 양산로 53,37.52563167,126.8889225,7271,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
